id,incident_date,title,area,severity,environment,detection,detection_method,detection_evidence,era,status,introduced_sha,introduced_date,prod_exposure_start,detected_date,fix_shas,fix_date,fix_reached_main_date,fix_path,days_live_in_prod,confidence,env_confidence,environment_basis,source,evidence
BUG-0375,2026-08-06,Employee-hours entries booked to job's first day,payroll-hours,wrong-data,staging,other,dev-self-found,"payroll time fix phase 3 (findings 1,3,4)",staging-first,fixed,0f5fa32,2026-07-28,,2026-08-06,fe2d27f,2026-08-06,2026-08-11,staging-only-fix,,high,med,auto-blame 0f5fa32 (5/9 removed lines): bug and fix reached main together or not at all,commit,"fe2d27f: ""every entry booked to the job's first day"""
BUG-0376,2026-08-06,Estimator queue drains only while its tab is mounted,offline-sync,data-loss,prod,other,dev-self-found,The data-flow mapping pass turned up six things nobody had written down,staging-first,open,6028c2a,2026-04-18,2026-04-18,2026-08-06,,,,unfixed,,high,high,"introducing commit on main 2026-04-18, fix on main not yet",commit runbook data-flow,"b7b44b1 / RUNBOOKS Known defects: ""an estimate never reopened inside that window loses the item silently"" || a0915d3: ""Same class as the estimator queue's known defect""; RUNBOOKS: ""The estimator queue drains only while its tab is mounted"" || 8fdab34: 'estimatorQueue has the identical mounted-only defect' || RUNBOOKS: 'estimatorQueue.drain is called from EstimatorTab.tsx:524 on mount ... It has no online listener ... pruneStale deletes queue entries after 14 days' || DATA_FLOW.md Deviations #2: T"
BUG-0377,2026-08-06,Failed sheet write on event note/timestamp edit never retried,sheets-export,wrong-data,unknown,other,dev-self-found,Found 2026-08-06 while mapping data flow,staging-first,open,,,,2026-08-06,,,,unfixed,,high,,introducing commit not identified,commit runbook data-flow,"b7b44b1: ""a failed sheet write on PATCH /api/events/{id} is never retried; the reconciler covers missing rows, not stale cells"" || RUNBOOKS: 'PATCH /api/events/{id} ... catches any exception, and returns it as a sheet_error field the client ignores' || DATA_FLOW.md Deviations #4: PATCH /api/events/{id} writes the sheet cell synchronously and swallows failures"
BUG-0378,2026-08-06,"LdDay out_of_town never set, per_diem stays 0",payroll-hours,wrong-data,prod,other,dev-self-found,"out_of_town still has no writer, so LdDay.out_of_town and the tab's per_diem column stay at 0",staging-first,open,27f6f77,2026-07-01,2026-07-03,2026-08-06,,,,unfixed,,high,high,"introducing commit on main 2026-07-03, fix on main not yet",commit runbook data-flow,"8fdab34: RUNBOOKS 'now poses the decision instead of describing a drain bug' || d050fb9 DATA_FLOW.md Deviation 1: out_of_town is transmitted but never set, so the tab's derived per_diem stays 0; eb12899: inherited out_of_town deviation, which RUNBOOKS lists || RUNBOOKS: 'Nothing writes out_of_town into an LdDay row, so that column - and the per_diem column derived from it on the LongDistancePay tab - is always false / 0' || DATA_FLOW.md Deviations #1: nothing ever calls setLdDay with out_of_town"
BUG-0379,2026-08-06,"Long-distance day queue had no caller, drive days never reached server",timeline-events,data-loss,prod,other,dev-self-found,Scrutinizing the BOL and long-distance workstreams turned up one structural defect with three instances,staging-first,fixed,27f6f77,2026-07-01,2026-07-03,2026-08-06,8fdab34,2026-09-09,2026-09-10,promotion,69,high,high,"introducing commit on main 2026-07-03, fix on main 2026-09-10",commit runbook data-flow patch-notes,"00bea42: ""the LdDay half depends on the long-distance day queue, which is a known open defect""; 8fdab34: ""ldDayStore had NO CALLER ANYWHERE"" || 8fdab34: 'ldDayStore had NO CALLER ANYWHERE... Admin's job summary reads ""Drive days: 0"" whatever the crew picked' || d050fb9: Long-distance day was documented as ""Class A on paper, broken in practice"" ... ""Trigger: NONE. Nothing calls it."" The queue now drains from boot and online || Removed RUNBOOKS text: 'Nothing in the app calls ldDayStore.syncQueue("
BUG-0380,2026-08-06,Multi-day shifts collapsed mod 24h,payroll-hours,wrong-data,staging,other,dev-self-found,"payroll time fix phase 3 (findings 1,3,4)",staging-first,fixed,0f5fa32,2026-07-28,,2026-08-06,fe2d27f,2026-08-06,2026-08-11,staging-only-fix,,high,med,auto-blame 0f5fa32 (5/9 removed lines): bug and fix reached main together or not at all,commit,"fe2d27f: ""Multi-day shifts collapsed mod-24h"""
BUG-0381,2026-08-06,Payroll and RODS times read from device timezone instead of Mountain,payroll-hours,wrong-data,prod,other,dev-self-found,payroll time fix phase 1 ... (finding 2) from an independent review,staging-first,fixed,734f124,2026-05-08,2026-05-09,2026-08-06,de77fce d8709aa,2026-08-06,2026-08-11,promotion,94,high,low,"auto-blame 734f124 (5/37 removed lines): on main 2026-05-09, fix on main 2026-08-11",commit data-flow,"de77fce: ""a phone in Central shifted every recorded time +1h and could migrate late-evening events across day boundaries"" || 622d0e5: ""a Central phone no longer shifts a duty time +1h and a late-evening Pacific entry no longer files under the previous day. Rows written earlier are device-local and are NOT back-corrected"""
BUG-0382,2026-08-06,Payroll gate could double-count report-less job,payroll-hours,wrong-data,staging,vet,vet,From the pre-promotion vet pass,staging-first,fixed,fb66575,2026-08-06,,2026-08-06,d8709aa,2026-08-06,2026-08-11,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit,"d8709aa: ""a job with an unmatched correction but no report can't be double-listed / double-counted in the gate"""
BUG-0383,2026-08-06,Queue failure classifiers disagreed on 429 and 413,offline-sync,data-loss,staging,other,dev-self-found,data-flow mapping pass,staging-first,fixed,704d291,2026-08-03,,2026-08-06,2636808,2026-08-11,2026-08-11,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit runbook adr,"b7b44b1: ""isPermanentFailure and isPermanentRejection disagree about 429; ten old queues stop retrying a rate limit"" || The denylist calls 429 permanent, so a Sheets rate limit discards field work (queueFailure.isPermanentRejection, used by 10 queues) || the allowlist calls 413 TRANSIENT, so an oversized upload is retried forever and never gets smaller (api/client.isPermanentFailure) || Removed RUNBOOKS text: 'The old rule treats a rate limit as permanent and stops retrying; the new rule treats"
BUG-0384,2026-08-06,"RODS loadOrResumeDay missed driver key, days resumed inconsistently",rods-eld,degraded,prod,other,dev-self-found,secondary defects found in the payroll-time review,staging-first,fixed,8d693bb,2026-07-01,2026-07-03,2026-08-06,9d9f97f,2026-08-06,2026-08-11,promotion,39,med,med,"auto-blame 8d693bb (5/9 removed lines): on main 2026-07-03, fix on main 2026-08-11",commit data-flow,"9d9f97f: ""key mismatch vs saveDay's date::driver key -> always missed for a named driver"" || 622d0e5: ""RODS days are keyed by (driver_id, log_date) on both the resume cluster and the shared-trip fetch (9d9f97f). Previously inconsistent ... Pre-existing rows may carry the wrong driver_id"""
BUG-0385,2026-08-06,RODS queueHasDay ignored the driver,rods-eld,blocked-workflow,prod,other,dev-self-found,secondary defects found in the payroll-time review,staging-first,fixed,8d693bb,2026-07-01,2026-07-03,2026-08-06,9d9f97f,2026-08-06,2026-08-11,promotion,39,high,med,"auto-blame 8d693bb (5/9 removed lines): on main 2026-07-03, fix on main 2026-08-11",commit,"9d9f97f: ""rodsStore.queueHasDay(date) ignored the driver"""
BUG-0386,2026-08-06,Report-less jobs paid nobody and slipped past payroll gate,payroll-hours,wrong-data,staging,other,dev-self-found,payroll time fix phase 2 (finding 5),staging-first,fixed,176a137,2026-08-06,,2026-08-06,fb66575,2026-08-06,2026-08-11,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit,"fb66575: ""A job that worked the period but has no report at all pays nobody and slipped past the gate - exactly how the drive leg went unpaid"""
BUG-0387,2026-08-06,list_my_rods could not fetch shared-trip day back,rods-eld,blocked-workflow,prod,other,dev-self-found,secondary defects found in the payroll-time review,staging-first,fixed,8d693bb,2026-07-01,2026-07-03,2026-08-06,9d9f97f,2026-08-06,2026-08-11,promotion,39,high,med,"auto-blame 8d693bb (5/9 removed lines): on main 2026-07-03, fix on main 2026-08-11",commit,"9d9f97f: ""a passenger who logged on a driver's behalf (or a co-driver on another device) could never fetch that shared trip day back"""
BUG-0388,2026-08-06,mountainHHMM rendered midnight as 24:00,payroll-hours,wrong-data,staging,vet,vet,From the pre-promotion vet pass,staging-first,fixed,de77fce,2026-08-06,,2026-08-06,d8709aa,2026-08-06,2026-08-11,staging-only-fix,,med,high,bug and fix reached main in the same merge,commit,"d8709aa: ""pin hourCycle 'h23' so midnight is 00:00 not 24:00 even on a stale ICU"""
BUG-0389,2026-08-10,Checklist completed glyph failed contrast,crew-ui,cosmetic,prod,other,dev-self-found,Auditing the remaining hardcoded inks turned up the same defect on --ok,staging-first,fixed,ded6325,2026-04-18,2026-04-18,2026-08-10,33266a0,2026-08-10,2026-08-11,promotion,115,high,low,"auto-blame ded6325 (9/25 removed lines): on main 2026-04-18, fix on main 2026-08-11",commit adr,"33266a0: ""JobChecklistCard used white (1.74:1 on midnight-purple/sunset), JobReport used dark (3.43:1 on enterprise-light)"" || ADR 0035: 'The checkbox glyph is the thing that tells a crew member whether a checklist item is done. It was rendering at under 2:1 on two presets.'"
BUG-0390,2026-08-10,DQ files shared anyone-with-the-link,dq-docs,degraded,unknown,other,dev-self-found,"NOT fixed, logged in RUNBOOKS Known defects",staging-first,open,,,,2026-08-10,,,,unfixed,,high,,introducing commit not identified,commit runbook adr,"3ccc15f: ""DQ files are granted anyone-with-the-link reader ... Needs an authenticated proxy route and its own ADR. Predates this change."" || RUNBOOKS: 'Every DQ upload gets a Drive {""type"": ""anyone"", ""role"": ""reader""} permission ... PII, and DOT compliance records' || ADR 0036: 'DQ files are granted anyone with the link reader access, which is wrong for PII... Logged in RUNBOOKS.md Known defects.'"
BUG-0391,2026-08-10,"DQ per-driver subfolder resolved by name, rename split file",dq-docs,wrong-data,prod,other,dev-self-found,Two things drove the shape,staging-first,fixed,484ec82,2026-06-10,2026-06-11,2026-08-10,3ccc15f,2026-08-10,2026-08-11,promotion,61,med,med,"auto-blame 484ec82 (62/120 removed lines): on main 2026-06-11, fix on main 2026-08-11",commit,"3ccc15f: ""a driver who changes their name silently starts a SECOND folder and splits their compliance file"""
BUG-0392,2026-08-10,On-brand button ink from Text-Color failed contrast,crew-ui,degraded,prod,other,dev-self-found,They surfaced from reading applySettings to check whether its findings were real,staging-first,fixed,ded6325,2026-04-18,2026-04-18,2026-08-10,33266a0,2026-08-10,2026-08-11,promotion,115,high,high,"introducing commit on main 2026-04-18, fix on main 2026-08-11",commit adr other-doc,"33266a0: ""put #f5f7fa on the brand fill at 1.65:1 ... All fail WCAG AA"" || ADR 0035: 'All five fail WCAG AA... The label is technically rendered and effectively invisible.' || INCREMENTAL_WORK.md: fixed outright (ADR 0035); ADR 0035 marks the on-brand line '<- the bug'"
BUG-0393,2026-08-11,ADR numbering collision between staging and main,other,cosmetic,staging,other,dev-self-found,Duplicate ADR numbers ... This is not hypothetical,staging-first,fixed,41238c4,2026-08-11,,2026-08-11,c6d8974,2026-08-11,2026-08-11,staging-only-fix,,low,med,auto-blame 41238c4 (4/6 removed lines): bug and fix reached main together or not at all,commit,"41238c4: ""today's merge would land two 0025s, two 0026s, two copies of two decisions"""
BUG-0394,2026-08-11,Crew bottom nav drifts upward on scroll,crew-ui,cosmetic,unknown,other,unknown,,staging-first,open,,,,2026-08-11,,,,unfixed,,med,,introducing commit not identified,commit runbook,"RUNBOOKS Known defect: ""The crew bottom nav drifts upward on scroll, on mobile (prod/main)""; dfd5ab8 overflow-x clip fix did not cure it: ""the rule is gone, the bundle confirms it, the drift survives"" || RUNBOOKS: 'The containing-block hypothesis is dead ... the nav still drifts ... Unverified: nobody has reproduced this on an instrumented device'"
BUG-0395,2026-08-11,DQ board listed every employee as a driver,dq-docs,wrong-data,staging,user-reported,admin-or-owner-reported,Postmortem: 'Office noticed the numbers'; 00bea42: 'Both found on the first day after promotion.',staging-first,fixed,c0577bb,2026-08-03,,2026-08-11,00bea42 83beb4e,2026-08-11,2026-08-11,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit postmortem,"admin_dq_overview did `User.is_active == True` with no tag filter at all, so every employee showed as a driver missing every required document || 00bea42: 'admin_dq_overview did User.is_active == True with no tag filter at all'"
BUG-0396,2026-08-11,DQ upload failures orphaned Drive files,dq-docs,degraded,staging,vet,vet,"Fix the two open naive-vet findings: mid-drain data loss, DQ orphans",staging-first,fixed,c0577bb,2026-08-03,,2026-08-11,f7cb256,2026-08-11,2026-08-11,staging-only-fix,,med,high,bug and fix reached main in the same merge,commit,"The upload writes to Drive before committing the row, so any failure in between left a file no row points at ... the orphan was never collected"
BUG-0397,2026-08-11,Job Summary correction Employee dropdown could be empty,admin-ui,blocked-workflow,staging,user-reported,admin-or-owner-reported,"Reported as ""not pickable"".",staging-first,fixed,2314dab,2026-08-05,,2026-08-11,49f81be 3542d7e,2026-08-11,2026-08-11,staging-only-fix,,med,med,auto-blame 2314dab (9/17 removed lines): bug and fix reached main together or not at all,commit,"The list was built ONLY from the job report's employee_hours entries that resolved to a numeric user_id ... the dropdown held nothing but ""Pick..."""
BUG-0398,2026-08-11,N+1 User query in payroll email loops,payroll-hours,perf,prod,vet,vet,Fix the two non-blocking vet findings ... N+1 in two payroll email loops (Low),staging-first,fixed,78ac5c9,2026-07-06,2026-07-16,2026-08-11,7239c52,2026-08-11,2026-08-11,promotion,26,med,med,"auto-blame 78ac5c9 (5/7 removed lines): on main 2026-07-16, fix on main 2026-08-11",commit,db.query(User).filter(User.id == uid).first() per recipient in both the per-job correction mail and the finalize mail
BUG-0399,2026-08-11,Nightly sheet-integrity cron OOM-killed,perf-oom,perf,staging,other,dev-self-found,"The job died with ""Out of memory (used over 512Mi)"" on its first prod run.",staging-first,fixed,2314dab,2026-08-05,,2026-08-11,b687e34 3542d7e a3b47c7 060d541 0813e1c c5cfd85,2026-08-11,2026-08-11,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit runbook postmortem,First fix (whole-tab reads) insufficient; memprobe showed RSS climbing ~18.7 MB per Sheets API call; fixed by batchGet and fields mask on spreadsheets().get (66Mi in one call) || 0813e1c: 'RSS climbed ~18.7 MB per Sheets API call and never fell'; first fix b687e34 hypothesis was incomplete || Removed RUNBOOKS text: 'sheet_integrity_check.py exits 137 on the 512 MB Render Cron Job ... Nothing is watching the mirror right now'
